election_year,state,DEMOCRAT,REPUBLICAN,total_votes,dem_pct,rep_pct,margin
2004,DC,202970.0,21256.0,224226.0,90.52027864743607,9.479721352563931,-81.04055729487214
2004,DE,200141.0,171651.0,371792.0,53.83144338770065,46.16855661229935,-7.662886775401304
2004,FL,3583544.0,3964522.0,7548066.0,47.47632042433121,52.523679575668794,5.047359151337581
2004,GA,1366149.0,1914254.0,3280403.0,41.64576730359044,58.35423269640956,16.70846539281912
2004,HI,231335.0,194116.0,425451.0,54.37406422831301,45.62593577168699,-8.74812845662602
2004,IA,741898.0,751957.0,1493855.0,49.66332073728709,50.33667926271291,0.6733585254258259
2004,ID,181098.0,409235.0,590333.0,30.6772618166357,69.32273818336431,38.64547636672861
2004,IL,2891989.0,2346608.0,5238597.0,55.205410914410855,44.79458908558914,-10.410821828821717
2004,IN,969011.0,1479438.0,2448449.0,39.57652375034154,60.42347624965846,20.846952499316913
2004,KS,434993.0,736456.0,1171449.0,37.132901218917766,62.867098781082234,25.734197562164468
2004,KY,712733.0,1069439.0,1782172.0,39.992380084526076,60.00761991547393,20.015239830947856
2004,LA,820299.0,1102169.0,1922468.0,42.66905873075651,57.330941269243496,14.661882538486985
2004,MA,1803800.0,1071109.0,2874909.0,62.74285551299189,37.25714448700811,-25.485711025983775
2004,MD,1334493.0,1024703.0,2359196.0,56.565584207501196,43.4344157924988,-13.1311684150024
2004,ME,364153.0,308997.0,673150.0,54.096858055411126,45.903141944588874,-8.193716110822251
2004,MI,2479183.0,2313746.0,4792929.0,51.72584446796521,48.2741555320348,-3.451688935930413
2004,MN,1444751.0,1346451.0,2791202.0,51.760890111142075,48.23910988885792,-3.521780222284157
2004,MO,1259171.0,1455713.0,2714884.0,46.38028733456015,53.61971266543984,7.2394253308796905
2004,MS,440034.0,666295.0,1106329.0,39.77424437034553,60.225755629654465,20.451511259308937
2004,MT,173710.0,266063.0,439773.0,39.49992382433665,60.50007617566335,21.000152351326705
2004,NC,1525849.0,1961166.0,3487015.0,43.75802799815888,56.24197200184111,12.483944003682232
2004,ND,111052.0,196651.0,307703.0,36.09064585005671,63.90935414994329,27.81870829988658
2004,NE,254328.0,512814.0,767142.0,33.1526627404053,66.84733725959471,33.69467451918941
2004,NH,340511.0,331237.0,671748.0,50.690288620137316,49.309711379862684,-1.3805772402746328
2004,NJ,1911430.0,1668003.0,3579433.0,53.400356983913376,46.59964301608663,-6.800713967826745
2004,NM,370942.0,376930.0,747872.0,49.59966411364511,50.40033588635489,0.8006717727097765
2004,NV,397190.0,418690.0,815880.0,48.6824042751385,51.3175957248615,2.6351914497229956
2004,NY,4180755.0,2806993.0,6987748.0,59.829790656446114,40.170209343553886,-19.65958131289223
2004,OH,2739952.0,2858727.0,5598679.0,48.9392587072772,51.0607412927228,2.121482585445605
2004,OK,503966.0,959792.0,1463758.0,34.42959833524394,65.57040166475606,31.140803329512124
2004,OR,943163.0,866831.0,1809994.0,52.108625774450076,47.891374225549924,-4.217251548900151
2004,PA,2938095.0,2793847.0,5731942.0,51.25828209706239,48.74171790293761,-2.5165641941247827
2004,RI,259760.0,169046.0,428806.0,60.57751057587814,39.42248942412186,-21.155021151756273
2004,SC,661699.0,937974.0,1599673.0,41.36464139858584,58.63535860141417,17.27071720282833
2004,SD,149244.0,232584.0,381828.0,39.08670919890632,60.91329080109369,21.826581602187368
2004,TN,1032910.0,1381225.0,2414135.0,42.78592539356747,57.21407460643253,14.428149212865065
2004,TX,2832704.0,4526917.0,7359621.0,38.48980810289008,61.51019189710992,23.02038379421984
2004,UT,241199.0,663742.0,904941.0,26.65356083987796,73.34643916012205,46.692878320244084
2004,VA,1454742.0,1716959.0,3171701.0,45.866303286469936,54.13369671353006,8.26739342706012
2004,VT,184067.0,121180.0,305247.0,60.30100213925116,39.69899786074883,-20.602004278502328
2004,WA,1510201.0,1304894.0,2815095.0,53.646537683452955,46.353462316547045,-7.29307536690591
2004,WI,1489504.0,1478120.0,2967624.0,50.19180327426924,49.80819672573075,-0.38360654853848786
2004,WV,326541.0,423550.0,750091.0,43.53351793315745,56.46648206684256,12.932964133685111
2004,WY,70776.0,167629.0,238405.0,29.687296826828298,70.31270317317171,40.62540634634341
2008,AK,123594.0,193841.0,317435.0,38.9352150834029,61.064784916597105,22.129569833194203
2008,AL,813479.0,1266546.0,2080025.0,39.109097246427325,60.890902753572675,21.78180550714535
2008,AR,422310.0,638017.0,1060327.0,39.82827938928274,60.17172061071726,20.343441221434517
2008,AZ,1034707.0,1230111.0,2264818.0,45.68609928038368,54.31390071961633,8.627801439232648
2008,CA,8274473.0,5011781.0,13286254.0,62.27844959158541,37.721550408414586,-24.55689918317082
2008,CO,1288576.0,1073589.0,2362165.0,54.55063469317343,45.44936530682658,-9.10126938634685
2008,CT,1000291.0,628041.0,1628332.0,61.43040854076441,38.56959145923559,-22.860817081528822
2008,DC,245800.0,17367.0,263167.0,93.40076833341567,6.599231666584336,-86.80153666683134
2008,DE,255459.0,152374.0,407833.0,62.63813864988855,37.36186135011144,-25.276277299777114
2008,FL,4282366.0,4046212.0,8328578.0,51.41773301516778,48.58226698483222,-2.835466030335553
2008,GA,1844137.0,2048744.0,3892881.0,47.372036288805134,52.627963711194866,5.255927422389732
2008,HI,325201.0,120429.0,445630.0,72.97556268653366,27.024437313466326,-45.95112537306734
2008,IA,828940.0,682379.0,1511319.0,54.84877778946735,45.15122221053265,-9.697555578934697
2008,ID,236440.0,403012.0,639452.0,36.97541019497945,63.02458980502055,26.049179610041094
2008,IL,3419673.0,2031527.0,5451200.0,62.73248092163194,37.26751907836807,-25.464961843263872
2008,IN,1374039.0,1345648.0,2719687.0,50.52195344537809,49.47804655462191,-1.0439068907561762
2008,KS,514765.0,699655.0,1214420.0,42.38772418109056,57.61227581890944,15.224551637818877
2008,KY,751985.0,1048462.0,1800447.0,41.76657241229539,58.23342758770461,16.466855175409222
2008,LA,781574.0,1148015.0,1929589.0,40.50468778584455,59.49531221415545,18.990624428310895
2008,MA,1904103.0,1108885.0,3012988.0,63.196501280456474,36.80349871954352,-26.393002560912954
2008,MD,1629467.0,959862.0,2589329.0,62.93008729288553,37.06991270711447,-25.860174585771063
2008,ME,421923.0,295273.0,717196.0,58.8295249834076,41.1704750165924,-17.659049966815203
2008,MI,2872579.0,2048639.0,4921218.0,58.37130157615452,41.62869842384548,-16.742603152309044
2008,MN,1573354.0,1275409.0,2848763.0,55.22937499539273,44.77062500460726,-10.45874999078547
2008,MO,1441911.0,1445814.0,2887725.0,49.93242085032335,50.06757914967665,0.13515829935329293
2008,MS,554662.0,724497.0,1279159.0,43.36145858333483,56.63854141666517,13.27708283333034
2008,MT,232156.0,243860.0,476016.0,48.7706295586703,51.2293704413297,2.4587408826593986
2008,NC,2142651.0,2128474.0,4271125.0,50.16596330006732,49.83403669993269,-0.33192660013462927
2008,ND,141278.0,168601.0,309879.0,45.59134371803188,54.40865628196813,8.817312563936248
2008,NE,333319.0,452979.0,786298.0,42.39092557783436,57.60907442216564,15.218148844331282
2008,NH,384826.0,316534.0,701360.0,54.868541120109505,45.131458879890495,-9.73708224021901
2008,NJ,2215422.0,1613207.0,3828629.0,57.86462987142394,42.13537012857605,-15.729259742847894
2008,NM,472422.0,346832.0,819254.0,57.664900018797596,42.33509998120241,-15.329800037595184
2008,NV,533736.0,412827.0,946563.0,56.3867381251961,43.6132618748039,-12.773476250392207
2008,NY,4769700.0,2742298.0,7511998.0,63.49442585048612,36.50557414951388,-26.988851700972234
2008,OH,2933388.0,2674491.0,5607879.0,52.308332615593166,47.691667384406834,-4.616665231186332
2008,OK,502496.0,960165.0,1462661.0,34.3549188773065,65.64508112269351,31.29016224538701
2008,OR,1037291.0,738475.0,1775766.0,58.41372117722719,41.58627882277282,-16.82744235445437
2008,PA,3266523.0,2649934.0,5916457.0,55.2107959205991,44.789204079400896,-10.4215918411982
2008,RI,296571.0,165391.0,461962.0,64.19813750914577,35.80186249085423,-28.39627501829154
2008,SC,862449.0,1034896.0,1897345.0,45.45557081079087,54.54442918920913,9.088858378418266
2008,SD,170924.0,203054.0,373978.0,45.704292765884624,54.295707234115376,8.591414468230752
2008,TN,1087437.0,1479178.0,2566615.0,42.36852819764554,57.63147180235446,15.262943604708923
2008,TX,3528633.0,4479328.0,8007961.0,44.06406324905928,55.93593675094072,11.871873501881439
2008,UT,327670.0,596030.0,923700.0,35.47363862725994,64.52636137274007,29.052722745480132
2008,VA,1959532.0,1725005.0,3684537.0,53.18258440612755,46.81741559387245,-6.3651688122551064
2008,VT,219262.0,98974.0,318236.0,68.8991817393381,31.1008182606619,-37.79836347867621
2008,WA,1750848.0,1229216.0,2980064.0,58.75202680210895,41.24797319789105,-17.5040536042179
2008,WI,1677211.0,1262393.0,2939604.0,57.055678247818406,42.94432175218159,-14.11135649563682
2008,WV,303857.0,397466.0,701323.0,43.32625623286275,56.67374376713725,13.347487534274507
2008,WY,82868.0,164958.0,247826.0,33.43797664490409,66.56202335509592,33.12404671019183
2012,AK,122640.0,164676.0,287316.0,42.684709518439625,57.315290481560375,14.63058096312075
2012,AL,795696.0,1255925.0,2051621.0,38.78377146656229,61.216228533437715,22.432457066875422
2012,AR,394409.0,647744.0,1042153.0,37.84559464877038,62.15440535122961,24.308810702459233
2012,AZ,1025232.0,1233654.0,2258886.0,45.38661977629681,54.61338022370319,9.226760447406377
2012,CA,7854285.0,4839958.0,12694243.0,61.872811163296625,38.12718883670338,-23.745622326593242
2012,CO,1322998.0,1185050.0,2508048.0,52.75010685600914,47.24989314399086,-5.5002137120182795
2012,CT,905083.0,634892.0,1539975.0,58.772577476907095,41.227422523092905,-17.54515495381419
2012,DC,267070.0,21381.0,288451.0,92.58764920211752,7.412350797882484,-85.17529840423504
2012,DE,242584.0,165484.0,408068.0,59.44695491927816,40.55304508072184,-18.893909838556326
2012,FL,4237756.0,4163447.0,8401203.0,50.442252139366225,49.55774786063377,-0.8845042787324573
2012,GA,1773827.0,2078688.0,3852515.0,46.04335090194328,53.95664909805672,7.913298196113445
2012,HI,306266.0,120937.0,427203.0,71.69097595288423,28.30902404711577,-43.38195190576846
2012,IA,822544.0,730617.0,1553161.0,52.959351928100176,47.040648071899824,-5.918703856200352
2012,ID,212787.0,420911.0,633698.0,33.578613156424666,66.42138684357533,32.84277368715067
2012,IL,3019512.0,2135102.0,5154614.0,58.5788188989515,41.4211811010485,-17.157637797903007
2012,IN,1152887.0,1420543.0,2573430.0,44.799625402672696,55.200374597327304,10.400749194654608
2012,KS,439908.0,689809.0,1129717.0,38.93966365027702,61.06033634972299,22.12067269944597
2012,KY,679370.0,1087190.0,1766560.0,38.45722760619509,61.54277239380491,23.08554478760982
2012,LA,809141.0,1152262.0,1961403.0,41.25317438588602,58.74682561411397,17.493651228227954
2012,MA,1921290.0,1188314.0,3109604.0,61.78568074906001,38.214319250939994,-23.57136149812002
2012,MD,1677844.0,971869.0,2649713.0,63.32172578690598,36.67827421309402,-26.64345157381196
2012,ME,401306.0,292276.0,693582.0,57.85992139357711,42.14007860642289,-15.71984278715422
2012,MI,2564569.0,2115256.0,4679825.0,54.80053207117788,45.19946792882212,-9.601064142355753
2012,MN,1546167.0,1320225.0,2866392.0,53.941226461698186,46.058773538301814,-7.882452923396372
2012,MO,1223796.0,1482440.0,2706236.0,45.22133324662003,54.778666753379966,9.557333506759939
2012,MS,562949.0,710746.0,1273695.0,44.19810080121222,55.80189919878777,11.603798397575552
2012,MT,201839.0,267928.0,469767.0,42.96576813611854,57.03423186388146,14.068463727762918
2012,NC,2178391.0,2270395.0,4448786.0,48.965965096995,51.034034903005,2.0680698060100013
2012,ND,124966.0,188320.0,313286.0,39.888791711088274,60.11120828891173,20.22241657782346
2012,NE,302081.0,475064.0,777145.0,38.870609731774636,61.12939026822536,22.258780536450722
2012,NH,369561.0,329918.0,699479.0,52.83375197825811,47.16624802174189,-5.667503956516214
2012,NJ,2125101.0,1477568.0,3602669.0,58.98685113730959,41.013148862690414,-17.97370227461918
2012,NM,415335.0,335788.0,751123.0,55.295204646908694,44.704795353091306,-10.590409293817387
2012,NV,531373.0,463567.0,994940.0,53.407542163346534,46.592457836653466,-6.815084326693068
2012,NY,4324228.0,2223397.0,6547625.0,66.04269487027739,33.957305129722606,-32.08538974055478
2012,OH,2827621.0,2661407.0,5489028.0,51.51405676924949,48.48594323075051,-3.0281135384989852
2012,OK,443547.0,891325.0,1334872.0,33.22768025698344,66.77231974301657,33.54463948603313
2012,OR,970488.0,754175.0,1724663.0,56.27116717874738,43.72883282125262,-12.542334357494767
2012,PA,2990274.0,2680434.0,5670708.0,52.73193400189182,47.26806599810817,-5.463868003783652
2012,RI,279677.0,157204.0,436881.0,64.01674597888211,35.98325402111788,-28.033491957764234
2012,SC,865941.0,1071645.0,1937586.0,44.69174529543463,55.30825470456537,10.616509409130742
2012,SD,145039.0,210610.0,355649.0,40.78150086180476,59.21849913819525,18.43699827639049
2012,TN,960709.0,1462330.0,2423039.0,39.64892847370595,60.35107152629404,20.70214305258809
2012,TX,3308124.0,4569843.0,7877967.0,41.99210278489362,58.00789721510638,16.015794430212765
2012,UT,251813.0,740600.0,992413.0,25.373811104852518,74.62618889514748,49.25237779029496
2012,VA,1971820.0,1822522.0,3794342.0,51.967376688764475,48.03262331123552,-3.9347533775289563
2012,VT,199239.0,92698.0,291937.0,68.24725882639062,31.752741173609373,-36.49451765278125
2012,WA,1755396.0,1290670.0,3046066.0,57.62829827062185,42.37170172937815,-15.256596541243695
2012,WI,1620985.0,1410966.0,3031951.0,53.46342998287241,46.53657001712759,-6.926859965744825
2012,WV,238269.0,417655.0,655924.0,36.32570236795726,63.67429763204273,27.348595264085468
2012,WY,69286.0,170962.0,240248.0,28.839365988478573,71.16063401152142,42.32126802304285
2016,AK,116454.0,163387.0,279841.0,41.61434528893193,58.38565471106807,16.77130942213614
2016,AL,729547.0,1318250.0,2047797.0,35.62594339184987,64.37405660815013,28.748113216300254
2016,AR,380494.0,684872.0,1065366.0,35.714862310229535,64.28513768977047,28.57027537954093
2016,AZ,1161167.0,1252401.0,2413568.0,48.10997659896054,51.89002340103946,3.780046802078914
2016,CA,8753788.0,4483810.0,13237598.0,66.12822054272989,33.871779457270115,-32.25644108545978
2016,CO,1338870.0,1202484.0,2541354.0,52.68333337268244,47.31666662731757,-5.366666745364874
2016,CT,897572.0,673215.0,1570787.0,57.14154751726363,42.85845248273636,-14.283095034527271
2016,DC,282830.0,12723.0,295553.0,95.69518834185409,4.304811658145916,-91.39037668370817
2016,DE,235603.0,185127.0,420730.0,55.998621443681216,44.001378556318784,-11.997242887362432
2016,FL,4504975.0,4617886.0,9122861.0,49.38116452722452,50.61883547277548,1.2376709455509598
2016,GA,1877963.0,2089104.0,3967067.0,47.338827400696786,52.66117259930322,5.322345198606435
2016,HI,266891.0,128847.0,395738.0,67.44133745053546,32.55866254946454,-34.882674901070914
2016,IA,653669.0,800983.0,1454652.0,44.93645215487965,55.06354784512034,10.127095690240687
2016,ID,189765.0,409055.0,598820.0,31.689823319194417,68.31017668080558,36.620353361611166
2016,IL,3090729.0,2146015.0,5236744.0,59.02005139071148,40.97994860928852,-18.04010278142296
2016,IN,1033126.0,1557286.0,2590412.0,39.88269047549193,60.117309524508066,20.23461904901614
2016,KS,427005.0,671018.0,1098023.0,38.888529657393335,61.111470342606665,22.22294068521333
2016,KY,628854.0,1202971.0,1831825.0,34.32937098249014,65.67062901750987,31.341258035019727
2016,LA,780154.0,1178638.0,1958792.0,39.82832276219221,60.1716772378078,20.34335447561559
2016,MA,1995196.0,1090893.0,3086089.0,64.65127868962949,35.34872131037051,-29.302557379258985
2016,MD,1677928.0,943169.0,2621097.0,64.01624968476939,35.98375031523061,-28.032499369538783
2016,ME,357735.0,335593.0,693328.0,51.59679112916253,48.40320887083747,-3.1935822583250655
2016,MI,2268839.0,2279543.0,4548382.0,49.88233178303845,50.117668216961555,0.2353364339231021
2016,MN,1367716.0,1322951.0,2690667.0,50.83185693361535,49.16814306638466,-1.6637138672306904
2016,MO,1071068.0,1594511.0,2665579.0,40.18143900443393,59.81856099556606,19.637121991132126
2016,MS,485131.0,700714.0,1185845.0,40.91015267593994,59.08984732406006,18.17969464812012
2016,MT,177709.0,279240.0,456949.0,38.89033568297556,61.10966431702444,22.21932863404888
2016,NC,2189316.0,2362631.0,4551947.0,48.096254196281286,51.903745803718714,3.807491607437427
2016,ND,93758.0,216794.0,310552.0,30.190757103480255,69.80924289651973,39.61848579303948
2016,NE,284494.0,495961.0,780455.0,36.45232588682243,63.547674113177564,27.095348226355135
2016,NH,348526.0,345790.0,694316.0,50.1970284423807,49.802971557619294,-0.39405688476140455
2016,NJ,2148278.0,1601933.0,3750211.0,57.284190142901295,42.715809857098705,-14.56838028580259
2016,NM,385234.0,319667.0,704901.0,54.65079493432411,45.34920506567589,-9.301589868648222
2016,NV,539260.0,512058.0,1051318.0,51.2937094199852,48.7062905800148,-2.587418839970397
2016,NY,4547562.0,2814589.0,7362151.0,61.769474709225605,38.230525290774395,-23.53894941845121
2016,OH,2394164.0,2841005.0,5235169.0,45.7323154228641,54.26768457713591,8.535369154271812
2016,OK,420375.0,949136.0,1369511.0,30.695262761671867,69.30473723832813,38.60947447665626
2016,OR,1002106.0,782403.0,1784509.0,56.155838945054356,43.844161054945644,-12.311677890108712
2016,PA,2926441.0,2970733.0,5897174.0,49.62446419250984,50.37553580749017,0.7510716149803258
2016,RI,252525.0,180543.0,433068.0,58.31070409265982,41.68929590734018,-16.621408185319638
2016,SC,855373.0,1155389.0,2010762.0,42.53974363947598,57.46025636052402,14.920512721048041
2016,SD,117458.0,227721.0,345179.0,34.02814192056875,65.97185807943126,31.943716158862507
2016,TN,870695.0,1522925.0,2393620.0,36.37565695473801,63.62434304526199,27.248686090523975
2016,TX,3877868.0,4685047.0,8562915.0,45.28677442202802,54.71322557797199,9.426451155943973
2016,UT,310676.0,515231.0,825907.0,37.616341791509214,62.383658208490786,24.767316416981572
2016,VA,1981473.0,1769443.0,3750916.0,52.826376277154694,47.1736237228453,-5.652752554309394
2016,VT,178573.0,95369.0,273942.0,65.18642632382037,34.81357367617963,-30.37285264764074
2016,WA,1742718.0,1221747.0,2964465.0,58.786931200064764,41.21306879993523,-17.573862400129535
2016,WI,1381823.0,1404440.0,2786263.0,49.594133791390114,50.405866208609886,0.8117324172197726
2016,WV,188794.0,489371.0,678165.0,27.838947748704225,72.16105225129577,44.32210450259154
2016,WY,55973.0,174419.0,230392.0,24.294680370846212,75.70531962915379,51.41063925830758
2020,AK,153778.0,189951.0,343729.0,44.73815127615069,55.26184872384932,10.52369744769863
2020,AL,849624.0,1441170.0,2290794.0,37.08862516664528,62.91137483335473,25.82274966670945
2020,AR,423932.0,760647.0,1184579.0,35.78756672201685,64.21243327798315,28.424866555966304
2020,AZ,1672143.0,1661686.0,3333829.0,50.15683167912931,49.84316832087068,-0.3136633582586299
2020,CA,11110250.0,6006429.0,17116679.0,64.90891136066756,35.091088639332426,-29.817822721335133
2020,CO,1804352.0,1364607.0,3168959.0,56.93831949230015,43.06168050769985,-13.876638984600305
2020,CT,1080831.0,714717.0,1795548.0,60.195049088077845,39.804950911922155,-20.39009817615569
2020,DC,317323.0,18586.0,335909.0,94.46695384761944,5.533046152380555,-88.93390769523889
2020,DE,296268.0,200603.0,496871.0,59.626744164984466,40.37325583501553,-19.25348832996894
2020,FL,5297045.0,5668731.0,10965776.0,48.305245337858445,51.69475466214156,3.389509324283118
2020,GA,2474507.0,2461837.0,4936344.0,50.12833384383261,49.8716661561674,-0.25666768766520676
2020,HI,366127.0,196855.0,562982.0,65.03351794551158,34.96648205448842,-30.06703589102316
2020,IA,759061.0,902009.0,1661070.0,45.697110898396815,54.30288910160318,8.605778203206363
2020,ID,287021.0,554119.0,841140.0,34.12285707492213,65.87714292507786,31.754285850155732
2020,IL,3471915.0,2446891.0,5918806.0,58.65904373280693,41.34095626719308,-17.31808746561385
2020,IN,1242416.0,1729519.0,2971935.0,41.80495199255704,58.19504800744296,16.390096014885927
2020,KS,570323.0,771406.0,1341729.0,42.50657174436865,57.49342825563135,14.986856511262701
2020,KY,772285.0,1326418.0,2098703.0,36.79820346185239,63.201796538147605,26.403593076295216
2020,LA,856034.0,1255776.0,2111810.0,40.53555954370895,59.464440456291044,18.928880912582095
2020,MA,2382202.0,1167202.0,3549404.0,67.11554954014815,32.88445045985185,-34.2310990802963
2020,MD,1985023.0,976414.0,2961437.0,67.02904704709233,32.97095295290766,-34.058094094184675
2020,ME,430473.0,359899.0,790372.0,54.46460653970535,45.53539346029465,-8.929213079410701
2020,MI,2804040.0,2649852.0,5453892.0,51.413559344409464,48.58644065559054,-2.8271186888189206
2020,MN,1717077.0,1484065.0,3201142.0,53.63951364856667,46.36048635143333,-7.279027297133339
2020,MO,1253014.0,1718736.0,2971750.0,42.16417935559855,57.83582064440145,15.671641288802903
2020,MS,539398.0,756764.0,1296162.0,41.61501417261114,58.38498582738886,16.76997165477772
2020,MT,244786.0,343602.0,588388.0,41.6028199079519,58.3971800920481,16.794360184096206
2020,NC,2684292.0,2758773.0,5443065.0,49.31581746681328,50.68418253318673,1.3683650663734497
2020,ND,114902.0,235595.0,350497.0,32.78259157710337,67.21740842289663,34.43481684579326
2020,NE,374583.0,556846.0,931429.0,40.215947753398275,59.784052246601725,19.56810449320345
2020,NH,424937.0,365660.0,790597.0,53.74887584951625,46.25112415048375,-7.497751699032506
2020,NJ,2608335.0,1883274.0,4491609.0,58.07128358679484,41.92871641320516,-16.142567173589683
2020,NM,501614.0,401894.0,903508.0,55.518490151719746,44.48150984828026,-11.036980303439485
2020,NV,703314.0,669608.0,1372922.0,51.22752785664444,48.77247214335556,-2.4550557132888855
2020,NY,5230985.0,3244798.0,8475783.0,61.71683489301224,38.28316510698775,-23.43366978602449
2020,OH,2679165.0,3154834.0,5833999.0,45.923302352297284,54.07669764770272,8.153395295405439
2020,OK,503890.0,1020280.0,1524170.0,33.059960503093485,66.94003949690651,33.88007899381302
2020,OR,1340383.0,958448.0,2298831.0,58.307156985441736,41.692843014558264,-16.614313970883472
2020,PA,3458229.0,3377674.0,6835903.0,50.58920525934906,49.41079474065094,-1.178410518698115
